# name	group	country	url
NDTV India	News	IN	https://ndtvindiaelemarchana.akamaized.net/hls/live/2003679/ndtvindia/master.m3u8
NDTV Madhya Pradesh Chhattisgarh (1080p)	News	IN	https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvmpcg/master_1.m3u8
NDTV Marathi (1080p)	News	IN	https://web-ndtv-marathi.akamaized.net/hls/live/2110470/ndtvmarathi/master_1.m3u8
NDTV Rajasthan (1080p)	News	IN	https://ndtvregional.akamaized.net/hls/live/2102726-b/ndtvraj/master_1.m3u8
News 1 India (396p)	News	IN	https://d1msejlow1t3l4.cloudfront.net/fta/news1india/playlist.m3u8
News 12 New York (1080p)	News	US	https://aegis-cloudfront-1.tubi.video/97fbb992-c212-4164-8406-abb6f731e517/playlist.m3u8
News 1st (576p)	News	IN	https://cdn-3.pishow.tv/live/268/master.m3u8
News 24	News	AL	https://tv.balkanweb.com/news24/livestream/playlist.m3u8
News 24	News	IN	http://tvsen5.aynascope.net/News24/index.m3u8
News 24	News	IN	https://mumt01.tangotv.in/O5aw8Zn3NEWS24/index.m3u8
News 24	News	IN	https://tvsen5.aynaott.com/News24/index.m3u8
News 24 (720p)	News	IN	https://vidcdn.vidgyor.com/news24-origin/liveabr/playlist.m3u8
News 7 Tamil	News	IN	https://cdn-3.pishow.tv/live/1498/master.m3u8
News 7 Tamil (576p)	News	IN	https://segment.yuppcdn.net/240122/news7/playlist.m3u8
News Daily 24 (576p)	News	IN	https://cdn-6.pishow.tv/live/10009/master.m3u8
News India 24x7	News	IN	https://cdn-3.pishow.tv/live/273/master.m3u8
News J (720p) [Not 24/7]	News	IN	https://cdn-3.pishow.tv/live/1279/master.m3u8
News Live (576p)	News	IN	https://cdn-6.pishow.tv/live/10011/master.m3u8
News Malayalam 24x7 (576p)	News	IN	https://cdn-3.pishow.tv/live/1629/master.m3u8
News Nation	News	IN	https://cdn-2.pishow.tv/live/1493/master.m3u8
News Nation (1080p)	News	IN	https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/6cd2f649739a45ca9de1daf81cc7d0f2/index.m3u8
News Tamil 24x7 (576p)	News	IN	https://cdn-3.pishow.tv/live/1433/master.m3u8
News1	News	TH	https://live-us1.thaimomo.com/live-as/chnews1-2/playlist.m3u8
News12 New York	News	US	https://jmp2.uk/plu-5fff49cfb5cd4f0007c2b0dc.m3u8
News18 Assam North-East (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Assam_North_East_NW18_MOB/output01/master.m3u8
News18 Bangla (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Bangla_NW18_MOB/output01/master.m3u8
News18 Bihar Jharkhand (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Bihar_Jharkhand_NW18_MOB/output01/master.m3u8
News18 Delhi NCR JK (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_JKLH_NW18_MOB/output01/master.m3u8
News18 Gujarati (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Gujarati_NW18_MOB/output01/master.m3u8
News18 India (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_India_NW18_MOB/output01/master.m3u8
News18 Kannada (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Kannada_NW18_MOB/output01/master.m3u8
News18 Kerala (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Kerala_NW18_MOB/output01/master.m3u8
News18 Madhya Pradesh/Chhattisgarh (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_MP_Chhattisgarh_NW18_MOB/output01/master.m3u8
News18 Marathi (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Lokmat_NW18_MOB/output01/master.m3u8
News18 Odia (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Odia_NW18_MOB/output01/master.m3u8
News18 Punjab/Haryana/Himachal (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Punjab_Haryana_HP_NW18_MOB/output01/master.m3u8
News18 Rajasthan (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Rajasthan_NW18_MOB/output01/master.m3u8
News18 Tamil Nadu (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Tamil_Nadu_NW18_MOB/output01/master.m3u8
News18 Urdu (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_Urdu_NW18_MOB/output01/master.m3u8
News18 Uttar Pradesh Uttarakhand (1080p)	News	IN	https://n18syndication.akamaized.net/bpk-tv/News18_UP_Uttarakhand_NW18_MOB/output01/master.m3u8
News24 (1080p)	News	AU	https://skynewsau-live-premium.akamaized.net/hls/live/2105299/skynews/live.m3u8
News9Live	News	IN	https://vg-tv9yupp.vgcdn.net/vglive-sk-526536/v1/019e01ace8511ea540a871e333268/019e01ad3da31ea55784752988551/main.m3u8
News9Live (1080p)	News	IN	https://amg01106-amg01106c3-amgplt0844.playout.now3.amagi.tv/ts-ap-s1-n1/playlist/amg01106-amg01106c3-amgplt0844/playlist.m3u8
Newsmax 2	News	US	https://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
Newsmax 2	News	US	https://nmxdistro.akamaized.net/hls/live/529965/Live_1/index.m3u8
Newsmax 2	News	US	https://newsmax-klowdtv.amagi.tv/playlist.m3u8
Newsmax 2	News	US	https://a-cdn.klowdtv.com/live3/newsmax2_720p/playlist.m3u8
Newsmax 2	News	US	https://jmp2.uk/plu-55b179af994403942f3061d6.m3u8
Newsmax 2	News	US	https://amg00217-newsmax-newsmax-rokuus-dur76.amagi.tv/playlist.m3u8
Newsmax 2	News	US	https://newsmax-vizio.amagi.tv/playlist.m3u8
Newsmax 2 (1080p)	News	US	https://amg00217-newsmax-newsmax-zeasn-022k9.amagi.tv/playlist.m3u8
Newsmax Balkans (1080p)	News	BA	https://newsmaxadria.mts-si.tv/newsmaxadria/index.m3u8
Newsmax Spanish (1080p)	News	US	https://n1ottesorkatv.akamaized.net/hls/live/2113795/Live_1/index.m3u8
Newsmax TV	News	US	https://dash3.antik.sk/live/test_newsmax_avc/playlist.m3u8
Newsmax TV	News	US	https://amg00217-newsmax-amg00217c2-zeasn-us-2412.playouts.now.amagi.tv/playlist/amg00217-newsmaxmediafast-newsmaxn1-zeasnus/playlist.m3u8
Newsmax TV	News	US	https://a-cdn.klowdtv.com/live2/newsmax_720p/playlist.m3u8
Newsmax TV (720p)	News	US	https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/index.m3u8
NewsWorld (1080p)	News	HK	https://amg01076-lightning-amg01076c5-rakuten-us-1788.playouts.now.amagi.tv/playlist/amg01076-lightning-newsworld-rakutenus/playlist.m3u8
Newsy (1080p)	News	US	https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
NHK World-Japan	News	JP	https://nhk.lls.pbs.org/index.m3u8
NHK World-Japan	News	JP	http://170.83.16.50/NHK_WORLD/index.m3u8
NHK World-Japan	News	JP	https://media-osa.hls.nhkworld.jp/hls/w/live/master.m3u8
NHK World-Japan	News	JP	https://media-tyo.hls.nhkworld.jp/hls/w/live/master.m3u8
NHK World-Japan	News	JP	https://cdn-7.pishow.tv/live/455/master.m3u8
NK TV 24x7 (1080p)	News	IN	https://nktv.smartstream.video/smartstream-us/nktvplus/nktvplus/chunks.m3u8
NK TV Bangla (1080p)	News	IN	https://nktv.smartstream.video/smartstream-us/nkbangla/nkbangla/playlist.m3u8
Northeast Live (720p)	News	IN	https://server.thelegitpro.in/northeastlive/northeastlive/index.fmp4.m3u8
Noticias 16 (720p) [Not 24/7]	News	DO	https://edge.essastream.com/noticias16/playlist.m3u8
Noticiero 90 Minutos (1080p)	News	CO	https://play.cdn.enetres.net/621B146D29C541AFB1507809F038F471021/021/playlist.m3u8
NOW News Arabic (720p)	News	US	https://live.nowtelly.com/now_arabic/live/playlist.m3u8
NOW News Global (720p)	News	US	https://nowhls.wns.live/hls/stream.m3u8
NOW News Spanish (1080p)	News	US	https://live.nowtelly.com/now_spanish/live/playlist.m3u8
NOW News USA (1080p)	News	US	https://live.nowtelly.com/now_usa/live_usa/playlist.m3u8
NPY (1080p)	News	PY	https://copacogen.desdeparaguay.net/npy/npy_py_alta/playlist.m3u8?admin=tvaccion
NTD TV English	News	US	https://amg17596-amg17596c1-ntdtv-worldwide-3276.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-ntdtvworldwide/playlist.m3u8
NTD TV English	News	US	https://ntd02.akamaized.net/NTDA/index.m3u8
NTD TV English	News	US	https://amg17596-ntdtv-amg17596c1-stirr-us-4738.playouts.now.amagi.tv/ntd.m3u8
ntv (720p)	News	AL	https://protokolldns.xyz/ntv.l.i.v.e5547892023/index.m3u8
NTV Telugu	News	IN	https://yuppmedtaorire.akamaized.net/v1/master/a0d007312bfd99c47f76b77ae26b1ccdaae76cb1/ntv_nim_https/110322/ntv/playlist.m3u8
NTV Telugu	News	IN	https://cdn-1.pishow.tv/live/383/master.m3u8
NTV Telugu (1080p)	News	IN	https://mumbai-edge.smartplaytv.in/NTVTelugu/index.m3u8
NW Info 2 EN (576p)	News	TG	https://hls.newworldtv.com/nw-info-2/video/live.m3u8
NW Info FR (576p)	News	TG	https://hls.newworldtv.com/nw-info/video/live.m3u8
O'zbekiston 24 (1080p)	News	UZ	https://stream8.cinerama.uz/1011/tracks-v1a1/playlist.m3u8
OAN Plus	News	US	https://a-cdn.herringnetwork.com/affiliate/oane/playlist.m3u8
OAN Plus	News	US	https://a-cdn.klowdtv.com/live1/oane/playlist.m3u8
OAN Plus	News	US	https://jmp2.uk/plu-5e7cf6c7b156d500078c5f44.m3u8
OAN Plus	News	US	https://oneamericanews-roku-us.amagi.tv/playlist.m3u8
OANPlus (1080p)	News	US	https://oan-plus-tcl.amagi.tv/playlist.m3u8
Obozrevatel TV	News	UA	https://ext.cdn.nashnet.tv/228.0.0.148/index.m3u8
Observator News (360p)	News	RO	https://live77cdn2.antenaplay.ro/live_ObservatorNews/live_ObservatorNews.m3u8
Olay Türk TV Kayseri (720p) [Geo-blocked]	News	TR	https://live.artidijitalmedya.com/artidijital_olayturk/olayturk/playlist.m3u8
Oman Mubashir (1080p)	News	OM	https://partwota.cdn.mgmlcdn.com/omlive/smil:omlive.stream.smil/chunklist.m3u8
One America News Network	News	US	https://a-cdn.klowdtv.com/live1/oan_720p/playlist.m3u8
Opinionsur (720p)	News	CL	https://183.bozztv.com/giatv/giatv-opinionsurc/opinionsurc/playlist.m3u8
Palestine Al Yawm (720p)	News	LB	https://live.paltodaytv.com/paltv/live/playlist_sfm4s.m3u8
Palestine Today (480p) [Geo-blocked]	News	PS	https://live.paltodaytv.com/paltv/live/playlist.m3u8
Palitra News	News	GE	https://livestream.palitra.ge/hls/palitratv/index.m3u8
Palitra News (480p) [Not 24/7]	News	GE	https://live.palitranews.ge/hls/palitratv/index.m3u8
Panafrican Media TV (480p)	News	CM	https://live20.bozztv.com/giatv/giatv-pmtv/pmtv/playlist.m3u8
Payam TV (1080p)	News	IQ	https://hlspackager.akamaized.net/live/DB/PAYAM_TV/HLS/PAYAM_TV.m3u8
Payvand TV	News	US	https://bozztv.com/cus01/ucur1/Payvand/index.m3u8
Payvand TV (720p)	News	US	https://tgn.bozztv.com/cus01/ucur1/Payvand/index.m3u8
PBO	News	PE	https://live-evg11.tv360.bitel.com.pe/bitel/pbo_abr/playlist.m3u8
PBO (1080p)	News	PE	http://190.93.224.42/PBO/index.m3u8
Perviy Informationniy HD (1080p)	News	BY	https://ngtrk.dc.beltelecom.by/ngtrk/smil:informacionnyy.smil/playlist.m3u8
Plena TV (720p)	News	BR	https://cdn.jmvstream.com/w/LVW-9591/LVW9591_PmXtgATnaS/playlist.m3u8
Pluto TV Record News (720p)	News	US	https://jmp2.uk/plu-6102e04e9ab1db0007a980a1.m3u8
Polimer News	News	IN	https://cdn-3.pishow.tv/live/1245/master.m3u8
Polimer News (576p)	News	IN	https://segment.yuppcdn.net/110322/polimernews/playlist.m3u8
Power TV (576p)	News	IN	https://powertvkannada.com/hls/stream.m3u8
Pratham Khabar 24x7 (576p)	News	IN	https://livelegitpro.in/hls2/newstime/index.m3u8
Pratidin Time (576p)	News	IN	https://server.thelegitpro.in/pratidintime/pratidintime/index.fmp4.m3u8
Press TV (720p)	News	IR	https://cloud.odysee.live/content/26bcbcc342a5b143578f27dbfaf000201f06e417/master.m3u8
Press TV French (1080p)	News	IR	https://live4.presstv.ir/live/smil:presstvfr.smil/playlist.m3u8
Pro TV News (1080p)	News	RO	https://cmero-ott-live.ssl.cdn.cra.cz/channels/cme-ro-voyo-news/playlist.m3u8?offsetSeconds=0&url=0
Prudent Media (1080p)	News	IN	https://prudentmcdn.rixcast.com/prudentm.m3u8
PSN Canal 45.2 (288p)	News	MX	https://srspsn2.live/live/livestream.m3u8
PTC News	News	IN	https://cdn-4.pishow.tv/live/1502/master.m3u8
PTV (720p)	News	UA	https://cdn15.live-tv.cloud/ua_infinitas_tv/hrpl-abr/playlist.m3u8
Public TV (720p)	News	IN	https://cdn-3.pishow.tv/live/439/master.m3u8
Puranoticia TV (720p)	News	CL	https://pnt.janusmedia.tv/hls/pnt.m3u8
Puthiya Thalaimurai	News	IN	https://segment.yuppcdn.net/240122/puthiya/playlist.m3u8
Puthiya Thalaimurai	News	IN	https://cdn-3.pishow.tv/live/1261/master.m3u8
Puthiya Thalaimurai (576p)	News	IN	https://mumt07.tangotv.in/zHjX9OFlPUTHIYAEXPRESS/index.m3u8
Qosqo Times	News	PE	https://stmv2.srvif.com/qtelevision/qtelevision/playlist.m3u8
Radio Isla TV (720p)	News	PR	https://59a564764e2b6.streamlock.net/palestra/palestra/playlist.m3u8
RCN Noticias (720p)	News	CO	https://jmp2.uk/plu-67d9b0ebc290c9499046e88f.m3u8
RCV TV (712p)	News	HN	https://59d39900ebfb8.streamlock.net/rcv/rcv/playlist.m3u8
RDN (1080p) [Not 24/7]	News	DO	https://edge.essastream.com/rdntv/tracks-v1a1/mono.m3u8
Real News Kerala (1080p) [Not 24/7]	News	IN	https://bk7l298nyx53-hls-live.5centscdn.com/realnews/e7dee419f91aa9e65939d3677fb9c4f5.sdp/playlist.m3u8
Record News	News	BR	http://45.177.114.115/RECORD_NEWS/index.m3u8
Record News	News	BR	http://45.190.28.50/RECORD_NEWS_HD/index.m3u8
Record News	News	BR	http://168.197.104.22/RECORD_NEWS/index.m3u8
Record News	News	BR	http://170.83.16.50/RECORD_NEWS/index.m3u8
Record News	News	BR	http://170.84.165.204/Record_news/index.m3u8
Record News	News	BR	http://186.219.52.187/record_news/index.m3u8
Record News	News	BR	https://rnw-rn.otteravision.com/rnw/rn/rnw_rn.m3u8
Record News (720p)	News	BR	http://45.162.64.114/RECORD_NEWS/index.m3u8
Red TV Lebanon (1080p)	News	LB	https://live.kwikmotion.com/redtvlive/redtv.smil/playlist.m3u8
Redseat The First (720p)	News	US	https://a-cdn.klowdtv.com/live2/thefirst_720p/playlist.m3u8
Reporter TV	News	IN	https://cdn-2.pishow.tv/live/1510/master.m3u8
Reporter TV (576p)	News	IN	https://segment.yuppcdn.net/050522/reporter/playlist.m3u8
Republic Bangla	News	IN	https://cdn-4.pishow.tv/live/270/master.m3u8
Republic Bangla (1080p)	News	IN	https://vg-republictvlive.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-456368/main.m3u8
Republic Bharat	News	IN	https://vg-republictvlive.akamaized.net/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/vglive-sk-275673/main.m3u8
Republic Bharat	News	IN	https://cdn-2.pishow.tv/live/1053/master.m3u8
Republic Bharat (1080p)	News	IN	https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/RepublicBharat.m3u8
Republic Kannada	News	IN	https://cdn-3.pishow.tv/live/298/master.m3u8
Republic Kannada (1080p)	News	IN	https://vg-republictvlive.akamaized.net/ptnr-republicweb/title-Republic_TV_Kannada/v1/master/611d79b11b77e2f571934fd80ca1413453772ac7/1acd1ce1-c6a7-4ae4-afa1-133ffb111ebb/main.m3u8
Republic TV	News	IN	https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/2e31d831f08640ff92f65003bdc89991/index.m3u8
Republic TV	News	IN	https://samsung-republictv.amagi.tv/ts-ap-s1-n1/playlist/samsungin-republictv-samsungindia/playlist.m3u8
Republic TV	News	IN	https://cdn-2.pishow.tv/live/271/master.m3u8
Republic TV (1080p)	News	IN	https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/RepublicTV.m3u8
Reuters (1080p)	News	US	https://amg00453-reuters-amg00453c1-rakuten-uk-2110.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-rakutenuk/playlist.m3u8
Reuters TV	News	US	https://d5bxknkoxytmb.cloudfront.net/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
Reuters TV	News	US	https://amg00453-reuters-amg00453c1-samsung-gb-2113.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-samsunggb/playlist.m3u8
Reuters TV	News	US	https://amg00453-reuters-amg00453c1-xumo-us-2073.playouts.now.amagi.tv/reuters-reuters-hls/playlist.m3u8
RNN (720p) [Not 24/7]	News	DO	https://2-fss-2.streamhoster.com/pl_138/206532-6829902-1/playlist.m3u8
RNN DOS (720p) [Not 24/7]	News	DO	https://2-fss-2.streamhoster.com/pl_138/206532-6829912-1/playlist.m3u8
Rozana Spokesman (1080p)	News	IN	https://live1.ottlive.co.in/spokesman/spokesman/index.m3u8
RPP TV (1080p)	News	PE	http://190.93.224.42/RPP/index.m3u8
RSelvaTV	News	PE	https://live.obslivestream.com/selvatv/index.m3u8
RSelvaTV (720p)	News	PE	https://live-evg11.tv360.bitel.com.pe/bitel/selvaticaSRT/playlist.m3u8
RT	News	RU	https://wisewatchoott.wiseplayout.com/RT/master.m3u8
RT	News	RU	https://rt-glb.rttv.com/live/rtnews/playlist.m3u8
RT	News	RU	https://rt-glb.rttv.com/dvr/rtnews/playlist.m3u8
RT	News	RU	https://rumble.com/live-hls-dvr/33aw1a/playlist.m3u8
RT Arabic	News	RU	https://rt-arb.rttv.com/live/rtarab/playlist.m3u8
RT Arabic (1080p) [Geo-blocked]	News	RU	https://rt-arb.rttv.com/dvr/rtarab/playlist.m3u8
RT Balkan	News	RU	https://rt-srb.rttv.com/live/rtbalkan/playlist.m3u8
RT Balkan (1080p)	News	RU	https://rt-srb.rttv.com/dvr/rtbalkan/playlist.m3u8
RT DE	News	DE	https://rt-ger.rttv.com/live/rtdeutsch/playlist.m3u8
RT DE (1080p) [Not 24/7]	News	DE	https://rt-ger.rttv.com/dvr/rtdeutsch/playlist.m3u8
RT en Espanol	News	RU	https://live-evg10.tv360.bitel.com.pe/bitel/rt/playlist.m3u8
RT en Espanol	News	RU	https://streaming.thestream.cyou/live/46.m3u8
RT en Espanol	News	RU	https://rt-esp.rttv.com/dvr/rtesp/playlist.m3u8
RT en Espanol	News	RU	https://rt-esp.rttv.com/live/rtesp/playlist.m3u8
RT en Espanol	News	RU	https://cloud.odysee.live/content/9f638b94d11d879726ae55dd5a0923621b96a45b/master.m3u8
RT France	News	FR	https://rt-fra.rttv.com/live/rtfrance/playlist.m3u8
RT France (1080p) [Geo-blocked]	News	FR	https://rt-fra.rttv.com/dvr/rtfrance/playlist.m3u8
RT News (1080p) [Not 24/7]	News	RU	https://cloud.odysee.live/content/fdd11cb3ab75f95efb7b3bc2d726aa13ac915b66/master.m3u8
RTP Noticias (504p) [Not 24/7]	News	PT	https://streaming-live.rtp.pt/livetvhlsDVR/rtpndvr.smil/playlist.m3u8
RTP Noticias (720p) [Not 24/7]	News	PT	https://streaming-live.rtp.pt/livetvhlsDVR/rtpnHDdvr.smil/playlist.m3u8
RTU	News	EC	https://video1.makrodigital.com/rtu/rtu/chunks.m3u8?nimblesessionid=
Rudaw TV	News	IQ	https://live.rudaw.net/hls/rudaw-tv/master.m3u8
Rudaw TV (1080p)	News	IQ	https://hlspackager.akamaized.net/live/DB/RUDAW/HLS/RUDAW.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/0/russia24-hd/index.m3u8
Russia-24	News	RU	https://stream.smotrim.ru/hls2/russia24nl_smotrim/playlist_5.m3u8
Russia-24	News	RU	https://stream8.cinerama.uz/1021/tracks-v1a1/mono.m3u8
Russia-24	News	RU	https://uiptv.do.am/1ufc/000000006/playlist.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/0/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/abakan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/anadyr/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/arhangelsk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/astrahan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/barnaul/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/belgorod/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/birobidgan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/blagoveshensk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/bryansk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/velikiy-novgorod/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/vladivostok/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/vladikavkaz/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/vladimir/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/volgograd/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/vologda/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/voroneg/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/gornoaltaysk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/grozniy/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/ekaterinburg/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/ivanovo/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/igevsk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/irkutsk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/yoshkar-ola/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kazan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kaliningrad/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kaluga/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kemerovo/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kirov/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kostroma/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/krasnodar/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/krasnoyarsk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kurgan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kursk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/kisil/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/lipetsk/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/magadan/russia24-sd/index.m3u8
Russia-24	News	RU	https://vgtrkregion-reg.cdnvideo.ru/vgtrk/maykop/russia24-sd/index.m3u8
